Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
46258670,Female,No,0,Graduate,No,5000,2541.0,151.0,480.0,1.0,Rural,N
79739572,Male,Yes,2,Not Graduate,No,2281,0.0,113.0,360.0,1.0,Rural,N
65848857,Male,Yes,1,Graduate,No,3089,1280.0,121.0,360.0,0.0,Semiurban,N
67055419,Male,No,,Graduate,No,2987,0.0,88.0,360.0,0.0,Semiurban,N
59160571,Female,Yes,0,Graduate,No,3667,1459.0,144.0,360.0,1.0,Semiurban,Y
78394024,Female,Yes,0,Not Graduate,No,1928,1644.0,100.0,360.0,1.0,Semiurban,Y
74525468,Male,,,Graduate,No,4758,0.0,158.0,480.0,1.0,Semiurban,Y
99966606,Male,No,0,Graduate,No,9166,0.0,244.0,360.0,1.0,Urban,N
48727468,Male,Yes,3+,Graduate,No,4106,0.0,40.0,180.0,1.0,Rural,Y
61757120,Male,Yes,1,Graduate,Yes,2178,0.0,66.0,300.0,0.0,Rural,N
77157848,Male,Yes,0,Not Graduate,No,7660,0.0,104.0,360.0,0.0,Urban,N
87897542,Male,No,0,Graduate,No,4166,0.0,98.0,360.0,0.0,Semiurban,N
83665032,Male,Yes,1,Graduate,No,4283,3000.0,172.0,84.0,1.0,Rural,N
95390464,Male,Yes,0,Graduate,No,5695,4167.0,175.0,360.0,1.0,Semiurban,Y
58170987,Male,Yes,0,Not Graduate,,1820,1769.0,95.0,360.0,1.0,Rural,Y
62562567,Male,Yes,1,Graduate,Yes,10513,3850.0,160.0,180.0,0.0,Urban,N
33717335,Male,Yes,0,Graduate,No,150,1800.0,135.0,360.0,1.0,Rural,N
70472382,Male,No,0,Graduate,No,1853,2840.0,114.0,360.0,1.0,Rural,N
22719242,,Yes,0,Graduate,No,3087,2210.0,136.0,360.0,0.0,Semiurban,N
58715250,Male,Yes,3+,Graduate,No,4342,189.0,124.0,360.0,1.0,Semiurban,Y
93139152,Male,No,0,Graduate,Yes,6400,0.0,200.0,360.0,1.0,Rural,Y
54054178,Male,Yes,1,Graduate,No,6000,0.0,160.0,360.0,,Rural,Y
48334882,Male,No,0,Graduate,No,3858,0.0,76.0,360.0,1.0,Semiurban,Y
62441466,Male,Yes,2,Graduate,No,3900,0.0,90.0,360.0,1.0,Semiurban,Y
59583876,Male,Yes,0,Graduate,No,3232,1950.0,108.0,360.0,1.0,Rural,Y
96117865,Male,Yes,1,Graduate,No,3400,2500.0,173.0,360.0,1.0,Semiurban,Y
73203558,Male,No,0,Graduate,No,12000,0.0,164.0,360.0,1.0,Semiurban,N
47407771,Male,Yes,3+,Graduate,Yes,10139,0.0,260.0,360.0,1.0,Semiurban,Y
93122310,Male,Yes,2,Graduate,No,6250,5654.0,188.0,180.0,1.0,Semiurban,Y
37009224,Male,Yes,3+,Not Graduate,Yes,3333,2166.0,130.0,360.0,,Semiurban,Y
61327755,Male,No,0,Graduate,No,2500,0.0,96.0,480.0,1.0,Semiurban,N
89018913,Male,Yes,3+,Graduate,No,4281,0.0,100.0,360.0,1.0,Urban,Y
17130144,Male,Yes,2,Graduate,No,4708,1387.0,150.0,360.0,1.0,Semiurban,Y
14545583,Male,Yes,1,Graduate,,5250,688.0,160.0,360.0,1.0,Rural,Y
64079037,Female,No,0,Graduate,,2764,1459.0,110.0,360.0,1.0,Urban,Y
64474455,Male,Yes,0,Graduate,No,4750,2333.0,130.0,360.0,1.0,Urban,Y
51542436,Male,Yes,0,Graduate,No,3704,2000.0,120.0,360.0,1.0,Rural,Y
56626914,Male,No,3+,Graduate,No,12500,3000.0,320.0,360.0,1.0,Rural,N
63933927,Female,No,0,Graduate,Yes,15759,0.0,55.0,360.0,1.0,Semiurban,Y
62453338,Female,No,0,Graduate,No,3846,0.0,111.0,360.0,1.0,Semiurban,Y
24881728,Male,Yes,2,Graduate,No,3340,1710.0,150.0,360.0,0.0,Rural,N
44045666,Male,Yes,2,Graduate,No,5000,3667.0,236.0,360.0,1.0,Semiurban,Y
22722094,Male,Yes,0,Graduate,No,4817,923.0,120.0,180.0,1.0,Urban,Y
32178434,Male,Yes,1,Graduate,No,2750,1842.0,115.0,360.0,1.0,Semiurban,Y
56321408,Male,No,0,Graduate,No,14999,0.0,242.0,360.0,0.0,Semiurban,N
22796932,Male,No,0,Graduate,No,5124,0.0,124.0,,0.0,Rural,N
84023414,Male,Yes,0,Graduate,No,3497,1964.0,116.0,360.0,1.0,Rural,Y
36063245,Male,Yes,0,Graduate,No,3173,3021.0,137.0,360.0,1.0,Urban,Y
49443226,Male,Yes,0,Not Graduate,No,4300,2014.0,194.0,360.0,1.0,Rural,Y
83619289,Male,Yes,0,Graduate,No,10833,0.0,234.0,360.0,1.0,Semiurban,Y
17887739,Female,No,0,Graduate,Yes,4583,0.0,133.0,360.0,0.0,Semiurban,N
70736972,Female,No,0,Not Graduate,No,2213,0.0,66.0,360.0,1.0,Rural,Y
71071026,Female,Yes,0,Graduate,No,4333,2451.0,110.0,360.0,1.0,Urban,N
10769598,Male,Yes,1,Graduate,No,1880,0.0,61.0,360.0,,Rural,N
99178975,Female,No,0,Graduate,No,3244,0.0,80.0,360.0,1.0,Urban,Y
59007334,Male,Yes,2,Graduate,No,5042,2083.0,185.0,360.0,1.0,Rural,N
38433648,Male,Yes,0,Graduate,No,3250,0.0,170.0,360.0,1.0,Rural,N
17971379,Male,Yes,2,Graduate,No,16666,0.0,275.0,360.0,1.0,Urban,Y
13331068,Male,Yes,3+,Graduate,No,8750,4996.0,130.0,360.0,1.0,Rural,Y
46810847,Male,Yes,3+,Not Graduate,No,3522,0.0,81.0,180.0,1.0,Rural,N
44428803,Male,No,0,Graduate,No,3660,5064.0,187.0,360.0,1.0,Semiurban,Y
15654237,Male,Yes,0,Graduate,No,3941,2336.0,134.0,360.0,1.0,Semiurban,Y
71553124,,No,0,Graduate,No,4750,0.0,94.0,360.0,1.0,Semiurban,Y
55816038,Male,Yes,2,Not Graduate,No,1958,1456.0,60.0,300.0,,Urban,Y
27750764,Male,Yes,1,Graduate,No,2882,1843.0,123.0,480.0,1.0,Semiurban,Y
46898446,Female,Yes,2,Graduate,No,2031,1632.0,113.0,480.0,1.0,Semiurban,Y
33841962,Male,Yes,0,Graduate,Yes,2479,3013.0,188.0,360.0,1.0,Urban,Y
76834972,Male,Yes,1,Not Graduate,No,2510,1983.0,140.0,180.0,1.0,Urban,N
53156515,Male,Yes,1,Graduate,No,10750,0.0,312.0,360.0,1.0,Urban,Y
32993420,Male,Yes,2,Not Graduate,No,4652,0.0,110.0,360.0,1.0,Rural,Y
72190751,,Yes,0,Graduate,No,2473,1843.0,159.0,360.0,1.0,Rural,N
31970758,Male,Yes,1,Graduate,No,2014,2925.0,113.0,360.0,1.0,Urban,N
46513466,Male,Yes,2,Graduate,No,3200,700.0,70.0,360.0,1.0,Urban,Y
41288562,Male,Yes,1,Not Graduate,No,2492,2375.0,,360.0,1.0,Rural,Y
31351509,Male,Yes,0,Not Graduate,No,2583,2358.0,120.0,360.0,1.0,Urban,Y
33484187,Male,Yes,0,Not Graduate,No,2917,536.0,66.0,360.0,1.0,Rural,N
71777469,Male,No,0,Graduate,No,3750,0.0,100.0,360.0,1.0,Urban,Y
46093880,Male,Yes,2,Graduate,No,8000,0.0,200.0,360.0,1.0,Semiurban,Y
60441204,Male,Yes,0,Graduate,No,3000,3416.0,56.0,180.0,1.0,Semiurban,Y
91752859,Male,Yes,1,Not Graduate,No,2600,2500.0,90.0,360.0,1.0,Semiurban,Y
54066131,Male,No,0,Graduate,No,3750,0.0,113.0,480.0,1.0,Urban,N
85415325,Male,Yes,3+,Not Graduate,No,3095,0.0,113.0,360.0,1.0,Rural,Y
45563453,Male,Yes,2,Graduate,Yes,16525,1014.0,150.0,360.0,1.0,Rural,Y
44755914,Male,No,0,Not Graduate,No,3833,0.0,110.0,360.0,1.0,Rural,Y
60873983,Male,Yes,0,Graduate,No,4583,5625.0,255.0,360.0,1.0,Semiurban,Y
63892568,Male,Yes,0,Graduate,,3333,2500.0,128.0,360.0,1.0,Semiurban,Y
33637222,Male,Yes,0,Not Graduate,No,3572,4114.0,152.0,,0.0,Rural,N
12484413,Female,No,0,Graduate,No,3180,0.0,71.0,360.0,0.0,Urban,N
80016224,Male,Yes,0,Graduate,Yes,9963,0.0,180.0,360.0,1.0,Rural,Y
49449976,Male,Yes,0,Graduate,No,3927,800.0,112.0,360.0,1.0,Semiurban,Y
99583549,Female,Yes,2,Graduate,No,4283,2383.0,127.0,360.0,,Semiurban,Y
12235000,Male,Yes,0,Graduate,No,2500,2118.0,104.0,360.0,1.0,Semiurban,Y
33685747,Male,Yes,2,Graduate,No,3859,0.0,96.0,360.0,1.0,Semiurban,Y
47876684,Female,No,1,Graduate,No,3481,0.0,155.0,36.0,1.0,Semiurban,N
82931048,Male,No,0,Graduate,No,6000,0.0,141.0,360.0,1.0,Urban,Y
39859174,Male,Yes,0,Graduate,No,3013,3033.0,95.0,300.0,,Urban,Y
46102853,Male,Yes,0,Graduate,No,20833,6667.0,480.0,360.0,,Urban,Y
56159303,Male,Yes,2,Graduate,Yes,3316,3500.0,88.0,360.0,1.0,Urban,Y
22195226,Male,No,2,Graduate,No,3547,0.0,80.0,360.0,0.0,Rural,N
57936136,Male,Yes,0,Not Graduate,No,3000,1666.0,100.0,480.0,0.0,Urban,N
79062973,Male,Yes,3+,Graduate,No,2666,2083.0,95.0,360.0,1.0,Rural,Y
24421668,Female,No,0,Not Graduate,No,4350,0.0,154.0,360.0,1.0,Rural,Y
31200096,Female,No,0,Graduate,No,8333,0.0,280.0,360.0,1.0,Semiurban,Y
93375337,Male,Yes,0,Not Graduate,No,4887,0.0,133.0,360.0,1.0,Rural,N
33234510,Male,No,0,Graduate,Yes,6050,4333.0,120.0,180.0,1.0,Urban,N
61715898,Female,Yes,0,Not Graduate,No,2149,3237.0,178.0,360.0,0.0,Semiurban,N
55968757,Male,Yes,1,Graduate,No,3875,0.0,67.0,360.0,1.0,Urban,N
10061087,Male,Yes,2,Graduate,No,2708,1167.0,97.0,360.0,1.0,Semiurban,Y
90705119,Male,Yes,0,Graduate,No,3775,0.0,110.0,360.0,1.0,Semiurban,Y
76653416,Male,Yes,0,Graduate,No,2625,6250.0,187.0,360.0,1.0,Rural,Y
95382256,Male,No,2,Graduate,No,5532,4648.0,162.0,360.0,1.0,Rural,Y
20274621,Male,No,0,Graduate,,5050,0.0,118.0,360.0,1.0,Semiurban,Y
23022704,Male,Yes,2,Graduate,No,2301,985.7999878,78.0,180.0,1.0,Urban,Y
26816569,Male,Yes,0,Graduate,No,4860,830.0,125.0,360.0,1.0,Semiurban,Y
17654909,Male,Yes,0,Graduate,No,1977,997.0,50.0,360.0,1.0,Semiurban,Y
47814054,Male,Yes,3+,Graduate,No,6406,0.0,150.0,360.0,1.0,Semiurban,N
94302960,Male,Yes,1,Graduate,No,2214,1398.0,85.0,360.0,,Urban,Y
25421040,Male,Yes,0,Graduate,No,5488,0.0,125.0,360.0,1.0,Rural,Y
34210512,Male,Yes,0,Graduate,No,6250,0.0,128.0,360.0,1.0,Semiurban,Y
82073914,Male,Yes,1,Graduate,No,3052,1030.0,100.0,360.0,1.0,Urban,Y
77922032,Male,No,0,Graduate,No,5941,4232.0,296.0,360.0,1.0,Semiurban,Y
43779713,Male,Yes,2,Graduate,Yes,5746,0.0,144.0,84.0,,Rural,Y
21506305,Male,Yes,1,Not Graduate,No,4554,1229.0,158.0,360.0,1.0,Urban,Y
30560091,Female,No,0,Graduate,No,2400,1863.0,104.0,360.0,0.0,Urban,N
96881845,Male,No,0,Not Graduate,,7333,0.0,120.0,360.0,1.0,Rural,N
17734102,Male,Yes,0,Not Graduate,No,3814,1483.0,124.0,300.0,1.0,Semiurban,Y
15674719,Male,No,2,Graduate,No,4354,0.0,136.0,360.0,1.0,Rural,Y
18658144,Female,Yes,0,Graduate,No,4583,0.0,84.0,360.0,1.0,Rural,N
50163712,Male,No,0,Graduate,No,5417,0.0,168.0,360.0,1.0,Urban,Y
99386386,Male,No,0,Graduate,No,3333,0.0,70.0,360.0,1.0,Urban,Y
95447809,Male,Yes,,Not Graduate,No,3074,1800.0,123.0,360.0,0.0,Semiurban,N
98917675,Male,Yes,0,Graduate,No,2483,2466.0,90.0,180.0,0.0,Rural,Y
54165849,Male,No,0,Not Graduate,No,3620,0.0,25.0,120.0,1.0,Semiurban,Y
82586911,,Yes,0,Graduate,No,16692,0.0,110.0,360.0,1.0,Semiurban,Y
78227907,Male,Yes,2,Graduate,Yes,7948,7166.0,480.0,360.0,1.0,Rural,Y
88826934,Male,No,0,Graduate,No,2965,5701.0,155.0,60.0,1.0,Urban,Y
59905866,Male,No,0,Not Graduate,No,6045,0.0,115.0,360.0,0.0,Rural,N
91121402,Male,No,0,Graduate,Yes,11000,0.0,83.0,360.0,1.0,Urban,N
50657662,Male,No,0,Graduate,No,1800,1213.0,47.0,360.0,1.0,Urban,Y
16659908,Male,Yes,1,Graduate,No,9538,0.0,187.0,360.0,1.0,Urban,Y
41378291,Male,Yes,,Graduate,Yes,5503,4490.0,70.0,,1.0,Semiurban,Y
73020641,Male,Yes,0,Not Graduate,No,2600,1700.0,107.0,360.0,1.0,Rural,Y
46634821,Male,Yes,1,Not Graduate,No,3500,1083.0,135.0,360.0,1.0,Urban,Y
29433354,Male,Yes,0,Graduate,No,2058,2134.0,88.0,360.0,,Urban,Y
26887294,,Yes,3+,Graduate,No,51763,0.0,700.0,300.0,1.0,Urban,Y
83422991,Male,Yes,0,Graduate,Yes,16120,0.0,260.0,360.0,1.0,Urban,Y
45562619,Male,Yes,0,Graduate,No,2383,2138.0,58.0,360.0,,Rural,Y
45213498,Male,Yes,0,Not Graduate,No,2600,1911.0,116.0,360.0,0.0,Semiurban,N
45703247,Male,Yes,3+,Not Graduate,Yes,7100,0.0,125.0,60.0,1.0,Urban,Y
50910172,Female,No,2,Graduate,No,3427,0.0,138.0,360.0,1.0,Urban,N
72744322,Male,No,0,Not Graduate,No,2755,0.0,65.0,300.0,1.0,Rural,N
67805563,Male,Yes,1,Graduate,No,3125,2583.0,170.0,360.0,1.0,Semiurban,N
16404003,Female,No,0,Graduate,,3418,0.0,135.0,360.0,1.0,Rural,N
81244178,Male,No,0,Graduate,No,3500,0.0,81.0,300.0,1.0,Semiurban,Y
61939266,Male,,,Graduate,No,3816,754.0,160.0,360.0,1.0,Urban,Y
43267858,Male,Yes,2,Graduate,,5000,0.0,72.0,360.0,0.0,Semiurban,N
31114003,Male,Yes,0,Graduate,No,3015,2188.0,153.0,360.0,1.0,Rural,Y
96641503,Male,Yes,2,Graduate,No,2045,1619.0,101.0,360.0,1.0,Rural,Y
20421958,Male,Yes,0,Not Graduate,No,4467,0.0,120.0,360.0,,Rural,Y
87809459,Male,No,0,Not Graduate,No,2717,0.0,60.0,180.0,1.0,Urban,Y
22984808,Male,Yes,2,Graduate,No,4566,0.0,100.0,360.0,1.0,Urban,N
24764960,Female,No,0,Graduate,Yes,3463,0.0,122.0,360.0,,Urban,Y
60402943,Female,No,0,Graduate,No,1811,1666.0,54.0,360.0,1.0,Urban,Y
86241446,Male,Yes,1,Graduate,Yes,8666,4983.0,376.0,360.0,0.0,Rural,N
63777024,Female,No,0,Graduate,No,3410,0.0,88.0,,1.0,Urban,Y
93494666,Male,Yes,1,Graduate,No,1782,2232.0,107.0,360.0,1.0,Rural,Y
80721464,Male,No,0,Graduate,Yes,16250,0.0,192.0,360.0,0.0,Urban,N
94711896,Male,Yes,3+,Graduate,No,5703,0.0,128.0,360.0,1.0,Urban,Y
89214742,Male,Yes,1,Graduate,,3717,2925.0,151.0,360.0,,Semiurban,N
53799966,Male,Yes,0,Graduate,No,2213,1125.0,,360.0,1.0,Urban,Y
20047453,Male,Yes,0,Graduate,No,2425,2340.0,143.0,360.0,1.0,Semiurban,Y
45581225,Male,Yes,2,Not Graduate,No,4288,3263.0,133.0,180.0,1.0,Urban,Y
44109026,Male,No,1,Graduate,No,11250,0.0,196.0,360.0,,Semiurban,N
52090758,Male,Yes,1,Graduate,No,4945,0.0,,360.0,0.0,Rural,N
26037627,Male,Yes,0,Not Graduate,Yes,4344,736.0,87.0,360.0,1.0,Semiurban,N
90337039,Male,No,2,Graduate,No,3617,0.0,107.0,360.0,1.0,Semiurban,Y
30281689,Male,No,0,Graduate,No,1916,5063.0,67.0,360.0,,Rural,N
67631343,Female,Yes,0,Graduate,No,2423,505.0,130.0,360.0,1.0,Semiurban,Y
81450611,Male,No,0,Not Graduate,No,1442,0.0,35.0,360.0,1.0,Urban,N
56510960,Male,Yes,3+,Not Graduate,No,4755,0.0,95.0,,0.0,Semiurban,N
42797855,Male,Yes,0,Graduate,No,3103,1300.0,80.0,360.0,1.0,Urban,Y
44795514,Male,Yes,2,Graduate,No,3283,2035.0,148.0,360.0,1.0,Urban,Y
15184502,Male,Yes,2,Not Graduate,No,3987,1411.0,157.0,360.0,1.0,Rural,Y
33448674,Male,Yes,0,Not Graduate,No,3406,4417.0,123.0,360.0,1.0,Semiurban,Y
65223954,Male,Yes,2,Not Graduate,No,3675,242.0,108.0,360.0,1.0,Semiurban,Y
40948143,Female,No,0,Graduate,No,5000,0.0,132.0,360.0,1.0,Rural,Y
22503247,Male,Yes,2,Graduate,Yes,6250,1300.0,108.0,360.0,1.0,Rural,Y
64006163,Male,Yes,2,Graduate,No,3510,4416.0,243.0,360.0,1.0,Rural,Y
61910807,Male,Yes,2,Graduate,No,5780,0.0,192.0,360.0,1.0,Urban,Y
64847136,Female,No,0,Graduate,No,3510,0.0,76.0,360.0,0.0,Urban,N
83150359,Female,Yes,2,Not Graduate,,210,2917.0,98.0,360.0,1.0,Semiurban,Y
40831219,Female,No,3+,Not Graduate,No,1830,0.0,,360.0,0.0,Urban,N
33101383,Male,Yes,1,Not Graduate,No,2661,7101.0,279.0,180.0,1.0,Semiurban,Y
27569187,Male,Yes,0,Graduate,,5746,0.0,255.0,360.0,,Urban,N
64710375,Female,No,0,Not Graduate,No,4408,0.0,120.0,360.0,1.0,Semiurban,Y
64456147,Female,No,0,Graduate,No,4000,2275.0,144.0,360.0,1.0,Semiurban,Y
88110973,Male,No,0,Graduate,No,2526,1783.0,145.0,360.0,1.0,Rural,Y
49501026,Male,Yes,,Graduate,No,5116,1451.0,165.0,360.0,0.0,Urban,N
43163773,Male,Yes,1,Graduate,No,5955,5625.0,315.0,360.0,1.0,Urban,Y
21310552,,No,0,Graduate,No,3583,0.0,96.0,360.0,1.0,Urban,N
41146082,Male,No,,Graduate,No,2833,0.0,71.0,360.0,1.0,Urban,Y
31104792,Male,Yes,0,Graduate,,3539,1376.0,55.0,360.0,1.0,Rural,N
31739356,,Yes,2,Graduate,No,2873,1872.0,132.0,360.0,0.0,Semiurban,N
21471761,Male,No,1,Graduate,,3667,0.0,113.0,180.0,1.0,Urban,Y
29576703,Female,No,,Graduate,No,5417,0.0,143.0,480.0,0.0,Urban,N
85092305,Male,Yes,1,Not Graduate,No,5333,1131.0,186.0,360.0,,Urban,Y
82429249,Male,Yes,0,Graduate,No,2499,2458.0,160.0,360.0,1.0,Semiurban,Y
28877237,Male,Yes,1,Graduate,No,3417,1750.0,186.0,360.0,1.0,Urban,Y
56918818,Male,Yes,2,Graduate,No,7583,0.0,187.0,360.0,1.0,Urban,Y
33705256,Male,No,0,Graduate,No,4895,0.0,102.0,360.0,1.0,Semiurban,Y
94504547,Male,Yes,1,Graduate,Yes,2395,0.0,,360.0,1.0,Semiurban,Y
87633091,Male,No,0,Graduate,No,5849,0.0,,360.0,1.0,Urban,Y
89452960,Male,Yes,3+,Graduate,,4416,1250.0,110.0,360.0,1.0,Urban,Y
65403796,Male,No,0,Graduate,No,4166,7210.0,184.0,360.0,1.0,Urban,Y
33508102,Female,Yes,1,Graduate,Yes,19484,0.0,600.0,360.0,1.0,Semiurban,Y
19405634,Female,No,0,Graduate,No,2378,0.0,46.0,360.0,1.0,Rural,N
15853584,Female,No,0,Graduate,No,4166,0.0,44.0,360.0,1.0,Semiurban,Y
34947744,Male,Yes,0,Graduate,No,2785,2016.0,110.0,360.0,1.0,Rural,Y
58491183,Female,Yes,1,Graduate,No,3326,913.0,105.0,84.0,1.0,Semiurban,Y
47856186,Male,Yes,0,Graduate,No,3993,3274.0,207.0,360.0,1.0,Semiurban,Y
